Title,Description,Course_Link,Course_Rating,Rating_Number,Course_Completed_By,Instructor,Instructor_Link,Instructor_Rating,Rating_Out_Of,Learners_Age_Range,Learners_Per_Class,Course_Price
5th Grade Math Unit 1 (Addition and Subtraction with Fractions),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Math Expressions, Grade 5, Unit 1. #academic",https://outschool.com/classes/5th-grade-math-unit-1-addition-and-subtraction-with-fractions-yjAln7cL,5,1,1,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$61
4th Grade Full Year Math,"This is a 4th Grade ongoing class, which teaches an in-depth full year of 4th Grade curriculum. This class meets 1x a week and each week will cover a stand alone topic, with no previous knowledge required.",https://outschool.com/classes/4th-grade-full-year-math-oB29fZpe,N/A,N/A,N/A,Wild and Unstructured Learning,https://outschool.com/teachers/Ms-Tiara,4.8,812,8-10,2-9,$23
Sixth Grade Math Tutoring,"In this tutoring class, students will learn all sixth grade (grade 6) Math topics. We follow the common core Math curriculum. The goal is to give the students a clear understanding of the Math concepts and help them succeed in Mathematics!",https://outschool.com/classes/sixth-grade-math-tutoring-7xxyGHJV,4.3,4,33,Hamid Akram,https://outschool.com/teachers/Hamid-Akram,4.8,29,9-14,1-3,$60
5th Grade Eureka Math Companion Class (Module 4),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 5, Module 4. #academic",https://outschool.com/classes/5th-grade-eureka-math-companion-class-module-4-xAEeYOs6,N/A,N/A,1,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$151
Word Problem Strategies That Work 4TH-5TH Grade,"In this one-time class, your learner will learn strategies to solve 4th-5th grade level word problems with a review game at the end of each class. Neurodiverse learners are welcome!",https://outschool.com/classes/word-problem-strategies-that-work-4th-5th-grade-CJuVDw4j,5,2,5,Ryley Butts - Certified Teacher and Tutor K-6,https://outschool.com/teachers/learnwithRyley,5,11,8-12,2-8,$17
Full Year: 4th Grade Groovy Math (4x Ongoing),"Practice entire year of 4th grade math full-curriculum. Class starts with ice breaker - ""Would You Rather"" or student driven topic. Optional weekly homework and end of chapter tests. See class description for weekly topics.",https://outschool.com/classes/full-year-4th-grade-groovy-math-4x-ongoing-OeAastsy,5,1,8,"Miss Linda C. McKinney, MBA",https://outschool.com/teachers/Linda-Christine-Mc-Kinney,4.9,252,9-10,2-4,$120
Algebra Review and Tutoring,"In this ongoing class, students will obtain homework help and tutoring in Algebra. I will re-teach when necessary and provide specific skill practice for each student.",https://outschool.com/classes/algebra-review-and-tutoring-ZdIR15Ll,N/A,N/A,N/A,Jessica Schneider,https://outschool.com/teachers/Jessica-Schneider,4,2,11-16,1-2,$35
5th Grade Eureka Math Companion Class (Module 6),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 5, Module 6. #academic",https://outschool.com/classes/5th-grade-eureka-math-companion-class-module-6-45gi7FZO,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-10,2-3,$45
5th Grade Math Chapter 1 (Place Value),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 5, Chapter 1. #academic",https://outschool.com/classes/5th-grade-math-chapter-1-place-value-IoDVgemk,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$45
5Th Grade Math IXL,An ongoing engaging and interactive course addressing the must-know math skills for 5th grade.,https://outschool.com/classes/5th-grade-math-ixl-vM4Rpz7K,N/A,N/A,1,"Courtney Daniels, Ed.S.",https://outschool.com/teachers/Mrs-Courtney-Daniels,5,13,10-11,1-12,$25
Algebra 1 Full Curriculum Project Based/Gamified Learning (8th/9th Grade),"This course teaches the essential Algebra 1 (8th/9th grade) math curriculum through printable lessons with feedback on student work, as well as pairing each lesson with a creative project or fun review game!",https://outschool.com/classes/algebra-1-full-curriculum-project-basedgamified-learning-8th9th-grade-rhWDvByx,N/A,N/A,5,"Ms. Mac, B.S. Elementary Education",https://outschool.com/teachers/Ms-Mac-Farlane,4.7,17,12-15,3-7,$30
Montessori Math Concrete Lessons Level 1 Pre-K Kindergarten Ongoing 3x/Week,"The use of concrete materials in Montessori math education aligns with Maria Montessori's philosophy of ""learning by doing"" and creates a rich and engaging environment that supports mathematical development in young children.",https://outschool.com/classes/montessori-math-concrete-lessons-level-1-pre-k-kindergarten-ongoing-3xweek-zgmO7018,N/A,N/A,N/A,Ms. Nikki Montessori AMS Certified,https://outschool.com/teachers/Ms-Nikki-202307,5,4,4-6,3-6,$45
6th Grade Math Chapter 1 (Expressions and Factors),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 6, Chapter 1. #academic",https://outschool.com/classes/6th-grade-math-chapter-1-expressions-and-factors-HEJ32gvA,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$90
Algebra 2 Full Curriculum Ongoing Class! (School Year 2023 -24),Empower your child with Algebra 2 mastery in our comprehensive course that covers the entire curriculum. Enroll now to boost their math skills and future success! #academic,https://outschool.com/classes/algebra-2-full-curriculum-ongoing-class-school-year-2023-24-RC9B4sK1,5,4,33,Learnish,https://outschool.com/teachers/Learnish,4.6,767,13-18,2-8,$38
Semi-Private Math Tutoring for Grades 2-3,"In this six week, on-going class, students in grades 2 and 3, will be able to receive small-group practice to help gain understanding and confidence in math.",https://outschool.com/classes/semi-private-math-tutoring-for-grades-2-3-NaTOiZs0,N/A,N/A,N/A,Jennifer Tanzi,https://outschool.com/teachers/Jennifer-202011,4.8,5,7-9,2-4,$20
"Math, Sight Words, and Reading One-On-One Tutoring (Meets Weekly)","Math, Sight Words, and Reading Tutoring for Students struggling or wanting to excel in their current class(es).",https://outschool.com/classes/math-sight-words-and-reading-one-on-one-tutoring-meets-weekly-xPhwbz6Z,5,1,1,Hugs & Kisses Online Homeschool Academy,https://outschool.com/teachers/hugsandkissesacademy,5,2,5-12,1,$40
7th Grade Math Units 5 and 6 (Probability and Mean),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Springboard Math, Course 2, Grade 7, Unit 5 and 6. #academic",https://outschool.com/classes/7th-grade-math-units-5-and-6-probability-and-mean-TCDz6rx3,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$50
101 Private Full Math Curriculum Grades 1-8 - 30 Minutes Weekly,"In this class, student will receive a 1:1 private, individualized session with an experience math teacher to help cover the curriculum or assignment/homework help.",https://outschool.com/classes/101-private-full-math-curriculum-grades-1-8-30-minutes-weekly-w27j98yS,N/A,N/A,1,StudentScholars,https://outschool.com/teachers/studentscholars,3.9,73,6-14,1,$33
7th Grade Math Chapter 2 (Multiplying and Dividing Integers and Rational Numbers,"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 7, Chapter 2. #academic",https://outschool.com/classes/7th-grade-math-chapter-2-multiplying-and-dividing-integers-and-rational-numbers-KdwUBFxj,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$45
5th Grade Math Chapter 3 (Adding and Subtracting Decimals),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 5, Chapter 3. #academic",https://outschool.com/classes/5th-grade-math-chapter-3-adding-and-subtracting-decimals-8ehyP6Hg,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$60
Algebra 2 in Depth Course with a Licensed Math Teacher,Algebra 2 Review course that meets once a week,https://outschool.com/classes/algebra-2-in-depth-course-with-a-licensed-math-teacher-MK6aT7LL,N/A,N/A,3,"Divya Chhabra B.A. Math, M.S. Ed.",https://outschool.com/teachers/Mrs-Chhabra,4.3,4,12-17,2-6,$30
"6th Grade Eureka Math Companion Class (Module 5, Geometry)","In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 6, Module 5. #academic",https://outschool.com/classes/6th-grade-eureka-math-companion-class-module-5-geometry-w4T11MuR,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$60
5th Grade Math Topic 5 (Divide Multi-Digit Whole Numbers),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Envision Math, Grade 5, Topic 5. #academic",https://outschool.com/classes/5th-grade-math-topic-5-divide-multi-digit-whole-numbers-K5PqXoR2,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$60
Weekly Math Spiral Review - 3rd Grade,"Is your child struggling to keep skills locked in their memory? Don’t worry! I'm here to save the day with my review class that'll help your child nail those tricky 3rd grade concepts. Let's learn, review, and cement those math skills!",https://outschool.com/classes/weekly-math-spiral-review-3rd-grade-CK1Eavur,N/A,N/A,N/A,Mrs. MacKay M.S.Ed,https://outschool.com/teachers/Lisa-Mackay,N/A,N/A,7-10,2-9,$15
"6th Grade Eureka Math Companion Class (Module 4, Expressions and Equations)","In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Eureka Math, Grade 6, Module 4. #academic",https://outschool.com/classes/6th-grade-eureka-math-companion-class-module-4-expressions-and-equations-1PxSOOlX,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$75
7th Grade Math Unit 4 (Proportional Relationships and Percentages),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Illustrative Math, Grade 7, Unit 4. #academic",https://outschool.com/classes/7th-grade-math-unit-4-proportional-relationships-and-percentages-AyokZXML,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,12-13,2-3,$90
6th Grade Math Chapter 9 (Statistics),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 6, Chapter 9. #academic",https://outschool.com/classes/6th-grade-math-chapter-9-statistics-om5yyleH,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,11-12,2-3,$60
5th Grade Math Chapter 6 (Dividing by Multi-Digit Divisors),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 5, Chapter 6. #academic",https://outschool.com/classes/5th-grade-math-chapter-6-dividing-by-multi-digit-divisors-B5hwFaTG,N/A,N/A,1,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$91
5th Grade Math Chapter 8 (Adding and Subtracting Fractions),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 5, Chapter 8. #academic",https://outschool.com/classes/5th-grade-math-chapter-8-adding-and-subtracting-fractions-k1HRoMAF,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$90
5th Grade Math Unit 5 (Division with Whole Numbers and Decimals),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Math Expressions, Grade 5, Unit 5. #academic",https://outschool.com/classes/5th-grade-math-unit-5-division-with-whole-numbers-and-decimals-xzNZ9FMD,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$75
5th Grade Math Unit 2 (Addition and Subtraction with Decimals),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Math Expressions, Grade 5, Unit 2. #academic",https://outschool.com/classes/5th-grade-math-unit-2-addition-and-subtraction-with-decimals-wWXnkh9H,N/A,N/A,1,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$61
5th Grade Math Chapter 5 (Multiplying Decimals),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 5, Chapter 5. #academic",https://outschool.com/classes/5th-grade-math-chapter-5-multiplying-decimals-7YqzclMy,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$60
5th Grade Math Chapter 9 (Multiplying Fractions),"In this multi-day class, students will be given opportunities to review and practice concepts and skills that are taught in Big Ideas Math, Grade 5, Chapter 9. #academic",https://outschool.com/classes/5th-grade-math-chapter-9-multiplying-fractions-uaxwSyBM,N/A,N/A,N/A,Shay Conaty,https://outschool.com/teachers/Shay,4.9,397,10-11,2-3,$60
